product_id,product_name,category,sub_category
tec-ma-10002178,cisco cp-7937g unified ip conference station phone,technology,machines
off-pa-10000232,xerox 1975,office supplies,paper
off-pa-10000241,"ibm multi-purpose copy paper, 8 1/2 x 11"", case",office supplies,paper
tec-ma-10002937,"canon color imageclass mf8580cdw wireless laser all-in-one printer, copier, scanner",technology,machines
tec-ma-10003493,penpower worldcard pro card scanner,technology,machines
off-ap-10001058,sanyo 2.5 cubic foot mid-size office refrigerators,office supplies,appliances
off-pa-10001745,"wirebound message books, 2 7/8"" x 5"", 3 forms per page",office supplies,paper
off-fa-10004076,translucent push pins by oic,office supplies,fasteners
fur-fu-10003919,eldon executive woodline ii cherry finish desk accessories,furniture,furnishings
fur-fu-10003976,"dax executive solid wood document frame, desktop or hang, mahogany, 5 x 7",furniture,furnishings
tec-ac-10003133,memorex mini travel drive 4 gb usb 2.0 flash drive,technology,accessories
off-ar-10003986,avery hi-liter pen style six-color fluorescent set,office supplies,art
off-ap-10000938,avanti 1.7 cu. ft. refrigerator,office supplies,appliances
tec-ph-10002824,jabra speak 410 multidevice speakerphone,technology,phones
tec-ma-10000904,"brother mfc-9340cdw led all-in-one printer, copier scanner",technology,machines
tec-ph-10003437,blue parrot b250xt professional grade wireless bluetooth headset with,technology,phones
off-su-10000952,fiskars home & office scissors,office supplies,supplies
off-pa-10001461,hp office paper (20lb. and 87 bright),office supplies,paper
fur-fu-10004164,"eldon 300 class desk accessories, black",furniture,furnishings
tec-ac-10004595,first data tmfd35 pin pad,technology,accessories
off-st-10002292,"sauder facets collection locker/file cabinet, sky alder finish",office supplies,storage
tec-ph-10001924,ihome fm clock radio with lightning dock,technology,phones
off-ar-10000914,boston 16765 mini stand up battery pencil sharpener,office supplies,art
off-ar-10001216,newell 339,office supplies,art
fur-fu-10003806,"tenex chairmat w/ average lip, 45"" x 53""",furniture,furnishings
off-la-10003663,avery 498,office supplies,labels
fur-ta-10001691,"barricks non-folding utility table with steel legs, laminate tops",furniture,tables
tec-ac-10004803,sony micro vault click 4 gb usb 2.0 flash drive,technology,accessories
off-la-10002034,avery 478,office supplies,labels
off-pa-10000551,array memo cubes,office supplies,paper
off-pa-10004911,"rediform s.o.s. 1-up phone message bk, 4-1/4x3-1/16 bk, 1 form/pg, 40 messages/bk, 3/pk",office supplies,paper
off-la-10003537,avery 515,office supplies,labels
off-fa-10002983,advantus slideclip paper clips,office supplies,fasteners
tec-ph-10003442,samsung replacement eh64avfwe premium headset,technology,phones
off-la-10002473,avery 484,office supplies,labels
off-ap-10000159,belkin f9m820v08 8 outlet surge,office supplies,appliances
tec-ma-10003230,okidata c610n printer,technology,machines
fur-bo-10003894,"safco value mate steel bookcase, baked enamel finish on steel, black",furniture,bookcases
fur-fu-10000260,"6"" cubicle wall clock, black",furniture,furnishings
off-su-10002503,acme preferred stainless steel scissors,office supplies,supplies
off-pa-10004381,14-7/8 x 11 blue bar computer printout paper,office supplies,paper
tec-ph-10002447,at&t cl83451 4-handset telephone,technology,phones
off-st-10000352,acco perma 2700 stacking storage drawers,office supplies,storage
fur-fu-10003664,"electrix architect's clamp-on swing arm lamp, black",furniture,furnishings
off-pa-10003651,xerox 1968,office supplies,paper
tec-ma-10004458,lexmark x 9575 professional all-in-one color printer,technology,machines
off-su-10001212,kleencut forged office shears by acme united corporation,office supplies,supplies
tec-ph-10004071,payanywhere card reader,technology,phones
fur-fu-10004963,"eldon 400 class desk accessories, black carbon",furniture,furnishings
off-ap-10001564,hoover commercial lightweight upright vacuum with e-z empty dirt cup,office supplies,appliances
off-pa-10004735,xerox 1905,office supplies,paper
off-ar-10000255,newell 328,office supplies,art
fur-bo-10003034,"o'sullivan elevations bookcase, cherry finish",furniture,bookcases
off-st-10000136,letter size file,office supplies,storage
tec-ma-10001695,zebra gk420t direct thermal/thermal transfer printer,technology,machines
off-st-10000676,fellowes econo/stor drawers,office supplies,storage
fur-bo-10001567,"bush westfield collection bookcases, dark cherry finish, fully assembled",furniture,bookcases
fur-ch-10003606,safco folding chair trolley,furniture,chairs
off-pa-10000740,xerox 1982,office supplies,paper
fur-fu-10003095,"linden 12"" wall clock with oak frame",furniture,furnishings
tec-ma-10003337,okidata b401 printer,technology,machines
tec-ac-10004001,logitech wireless headset h600 over-the-head design,technology,accessories
tec-ac-10004420,cherry 142-key programmable keyboard,technology,accessories
off-ap-10000055,belkin f9s820v06 8 outlet surge,office supplies,appliances
off-ar-10001227,newell 338,office supplies,art
fur-fu-10001934,magnifier swing arm lamp,furniture,furnishings
tec-ph-10002114,xiaomi mi3,technology,phones
tec-ph-10004536,avaya 5420 digital phone,technology,phones
tec-ma-10000752,texas instrument ti-15 fraction calculator,technology,machines
fur-bo-10001619,o'sullivan cherrywood estates traditional bookcase,furniture,bookcases
off-fa-10001754,stockwell gold paper clips,office supplies,fasteners
tec-ac-10000926,netgear rangemax wnr1000 wireless router,technology,accessories
tec-ma-10004255,konica minolta magicolor 1690mf multifunction printer,technology,machines
tec-ma-10000010,hewlett-packard deskjet 3050a all-in-one color inkjet printer,technology,machines
off-pa-10001246,xerox 215,office supplies,paper
tec-ph-10002483,motorola moto x,technology,phones
off-st-10003324,belkin omniview se rackmount kit,office supplies,storage
off-ar-10000246,newell 318,office supplies,art
off-la-10001404,avery 517,office supplies,labels
off-ap-10000252,harmony hepa quiet air purifiers,office supplies,appliances
off-pa-10004438,xerox 1907,office supplies,paper
off-pa-10002552,xerox 1958,office supplies,paper
fur-fu-10004960,"seth thomas 12"" clock w/ goldtone case",furniture,furnishings
off-pa-10003673,strathmore photo mount cards,office supplies,paper
tec-ph-10002645,lg g2,technology,phones
off-ap-10000027,hoover commercial steamvac,office supplies,appliances
tec-ma-10002981,i.r.i.s iriscard anywhere 5 card scanner,technology,machines
tec-co-10003236,canon image class d660 copier,technology,copiers
tec-ma-10002109,"hp officejet pro 8600 e-all-in-one printer, copier, scanner, fax",technology,machines
tec-ac-10001114,microsoft wireless mobile mouse 4000,technology,accessories
off-ap-10001124,belkin 8 outlet surgemaster ii gold surge protector with phone protection,office supplies,appliances
off-ar-10000799,col-erase pencils with erasers,office supplies,art
off-pa-10002741,xerox 1980,office supplies,paper
fur-fu-10004245,"career cubicle clock, 8 1/4"", black",furniture,furnishings
off-pa-10000859,unpadded memo slips,office supplies,paper
tec-ph-10004006,panasonic kx - ts880b telephone,technology,phones
off-en-10004206,multimedia mailers,office supplies,envelopes
off-la-10004055,color-coded legal exhibit labels,office supplies,labels
off-pa-10001281,computer printout paper with letter-trim fine perforations,office supplies,paper
off-ar-10000422,pencil and crayon sharpener,office supplies,art
off-ar-10002280,staples in misc. colors,office supplies,art
off-la-10003388,avery 5,office supplies,labels
off-en-10003448,"peel & seel recycled catalog envelopes, brown",office supplies,envelopes
off-pa-10002333,"universal ultra bright white copier/laser paper, 8 1/2"" x 11"", ream",office supplies,paper
off-st-10004835,plastic stacking crates & casters,office supplies,storage
tec-ph-10004389,nokia lumia 925,technology,phones
off-ar-10001988,bulldog table or wall-mount pencil sharpener,office supplies,art
off-ap-10002670,belkin 8-outlet premiere surgemaster ii surge protectors,office supplies,appliances
tec-ac-10002380,sony 8gb class 10 micro sdhc r40 memory card,technology,accessories
tec-ma-10003173,hewlett-packard 300s scientific calculator,technology,machines
off-ap-10002203,eureka disposable bags for sanitaire vibra groomer i upright vac,office supplies,appliances
tec-ma-10001570,cisco desktop collaboration experience dx650 ip video phone,technology,machines
off-ar-10004260,boston 1799 powerhouse electric pencil sharpener,office supplies,art
off-ap-10003884,"fellowes smart surge ten-outlet protector, platinum",office supplies,appliances
tec-ac-10004992,kingston digital datatraveler 64gb usb 2.0,technology,accessories
tec-ma-10003673,hewlett-packard desktjet 6988dt refurbished printer,technology,machines
tec-ma-10003674,hewlett-packard deskjet 5550 printer,technology,machines
off-ar-10001130,"quartet alpha white chalk, 12/pack",office supplies,art
off-pa-10003205,"wirebound message forms, four 2 3/4 x 5 forms per page, pink paper",office supplies,paper
off-pa-10003729,xerox 1998,office supplies,paper
fur-ch-10002317,global enterprise series seating low-back swivel/tilt chairs,furniture,chairs
off-bi-10000216,"mead 1st gear 2"" zipper binder, asst. colors",office supplies,binders
tec-ac-10004666,maxell ivdr ex 500gb cartridge,technology,accessories
off-pa-10003424,"""while you were out"" message book, one form per page",office supplies,paper
fur-bo-10000112,"bush birmingham collection bookcase, dark cherry",furniture,bookcases
tec-ph-10000127,iottie xl car mount,technology,phones
fur-bo-10003404,"global adaptabilites bookcase, cherry/storm gray finish",furniture,bookcases
off-pa-10002001,xerox 1984,office supplies,paper
tec-ma-10004626,lexmark 20r1285 x6650 wireless all-in-one printer,technology,machines
off-pa-10000673,"post-it “important message” note pad, neon colors, 50 sheets/pad",office supplies,paper
off-ar-10003896,"stride job 150 highlighters, chisel tip, assorted colors",office supplies,art
tec-ma-10001031,socket bluetooth cordless hand scanner (chs),technology,machines
tec-ma-10003066,wasp ccd handheld bar code reader,technology,machines
off-ar-10004790,staples in misc. colors,office supplies,art
off-pa-10003919,xerox 1989,office supplies,paper
off-ar-10002818,panasonic kp-310 heavy-duty electric pencil sharpener,office supplies,art
off-pa-10003739,xerox 1969,office supplies,paper
tec-ma-10004125,cubify cubex 3d printer triple head print,technology,machines
off-st-10001414,decoflex hanging personal folder file,office supplies,storage
off-pa-10002558,xerox 1938,office supplies,paper
off-pa-10000308,xerox 1901,office supplies,paper
tec-ph-10001468,panasonic business telephones kx-t7736,technology,phones
tec-ma-10001856,okidata c610n printer,technology,machines
fur-bo-10002206,"bush saratoga collection 5-shelf bookcase, hanover cherry, *special order",furniture,bookcases
